lap_time,lap_distance,speed_kmh,track_pos,angle,wheel_spin,gear,rpm,race_pos,fuel,throttle,brake,steer,,
0.018,0,0.000671822,0.333007,0.00469607,-0.0021195,1,17972.4,1,99.9535,1,0,-0.023912881,,
0.038,0,0.786028,0.333002,0.00454062,7.711560424999999,2,15722,1,99.9519,0,0,-0.023968684,,
0.058,0,1.56459,0.332978,0.004615,1.154514,2,13372.2,1,99.9517,1,0,-0.023939973,,
0.078,0,2.33897,0.332982,0.00473135,7.03181,3,11765.1,1,99.9505,0.3571714162826538,0,-0.023898236,,3.6
0.098,0,3.37413,0.332971,0.00481003,3.191735,2,6293.92,1,99.9503,1,0,-0.023868863,,
0.118,0,4.03309,0.332936,0.00485724,4.06173,2,5235.99,1,99.9501,1,0,-0.023849012,,
0.138,0,4.74548,0.332901,0.00495976,4.4223275,2,5235.99,1,99.9498,1,0,-0.023809198,,
0.158,0,5.44681,0.332858,0.00504702,4.8604025,2,5235.99,1,99.9496,1,0,-0.023774263,,
0.178,0,6.13543,0.332804,0.00513094,5.335672499999999,2,5235.99,1,99.9494,1,0,-0.023739791,,
0.198,0,6.78797,0.332742,0.00520676,6.0937525,2,5235.99,1,99.9492,1,0,-0.023707483,,
0.218,0,7.4391,0.332672,0.0053088,6.912625,2,5235.99,1,99.9489,1,0,-0.023665069,,
0.238,0,8.09905,0.332594,0.00541895,7.7049675,2,5235.99,1,99.9487,1,0,-0.023619184,,
0.26,0,8.87771,0.3325,0.00557535,8.2339,2,5235.99,1,99.9484,1,0,-0.023555182,,
0.28,0,9.57133,0.332405,0.00570982,8.714645,2,5235.99,1,99.9482,1,0,-0.023499005,,
0.3,0,10.2534,0.332302,0.00585097,9.265205,2,5235.99,1,99.948,1,0,-0.023439854,,
0.32,0,10.9227,0.33219,0.00599974,9.92193,2,5235.99,1,99.9478,1,0,-0.02337726,,
0.34,0,11.5873,0.332069,0.00615948,10.629925,2,5235.99,1,99.9475,1,0,-0.023309855,,
0.36,0,12.2545,0.331939,0.00633066,11.33415,2,5235.99,1,99.9473,1,0,-0.023237575,,
0.38,0,12.9271,0.331798,0.00651329,12.00245,2,5235.99,1,99.9471,1,0,-0.023160305,,
0.4,0,13.6042,0.331648,0.00670594,12.63435,2,5235.99,1,99.9468,1,0,-0.023078704,,
0.42,0,14.2828,0.331488,0.00690811,13.248675,2,5235.99,1,99.9466,1,0,-0.02299281,,
0.44,0,14.9609,0.331316,0.00711888,13.862224999999999,2,5235.99,1,99.9464,1,0,-0.022902828,,
0.46,0,15.6381,0.331134,0.00733822,14.480550000000001,2,5235.99,1,99.9462,1,0,-0.022808822,,
0.48,0,16.3147,0.33094,0.00756615,15.102775,2,5235.99,1,99.9459,1,0,-0.022710657,,
0.502,0,17.0584,0.330713,0.0078265,15.7896,2,5235.99,1,99.9457,1,0,-0.02259803,,
0.522,0,17.7343,0.330493,0.00807255,16.413875,2,5235.99,1,99.9454,1,0,-0.022491265,,
0.542,0,18.41,0.33026,0.00832671,17.0382,2,5235.99,1,99.9452,1,0,-0.022380479,,
0.562,0,19.0856,0.330014,0.00858849,17.662525000000002,2,5235.99,1,99.945,1,0,-0.022265675,,
0.582,0,19.761,0.329754,0.00885886,18.2867,2,5235.99,1,99.9448,1,0,-0.022146482,,
0.602,0,20.4363,0.32948,0.00913685,18.91085,2,5235.99,1,99.9445,1,0,-0.022023393,,
0.622,0,21.1113,0.32919,0.00942248,19.53485,2,5235.99,1,99.9443,1,0,-0.021896154,,
0.642,0,21.7862,0.328885,0.00971573,20.15865,2,5235.99,1,99.9441,1,0,-0.021764886,,
0.662,0,22.4609,0.328565,0.0100166,20.782175000000002,2,5235.99,1,99.9438,1,0,-0.021629415,,
0.682,0,23.1355,0.328227,0.0103242,21.40545,2,5235.99,1,99.9436,1,0,-0.021490058,,
0.702,0,23.8099,0.327872,0.0106394,22.028425,2,5235.99,1,99.9434,1,0,-0.02134647,,
0.722,0,24.4841,0.327499,0.0109612,22.651075,2,5235.99,1,99.9432,1,0,-0.021198764,,
0.742,0,25.1581,0.327109,0.0112893,23.273425,2,5235.99,1,99.9429,1,0,-0.021047238,,
0.762,0,25.832,0.3267,0.0116245,23.895400000000002,2,5235.99,1,99.9427,1,0,-0.020891411,,
0.782,0,26.5056,0.32627,0.0119654,24.517225,2,5235.99,1,99.9425,1,0,-0.020731799,,
0.802,0,27.1791,0.325821,0.0123126,25.138775,2,5235.99,1,99.9422,1,0,-0.020567918,,
0.822,0,27.8523,0.325351,0.0126659,25.76,2,5235.99,1,99.942,1,0,-0.020400146,,
0.842,0,28.5253,0.324859,0.013025,26.38095,2,5235.99,1,99.9418,1,0,-0.020228269,,
0.862,0,29.1981,0.324346,0.0133888,27.0016,2,5235.99,1,99.9416,1,0,-0.02005242,,
0.882,0,29.8706,0.323809,0.0137584,27.621975,2,5235.99,1,99.9413,1,0,-0.019872602,,
0.902,0,30.5429,0.32325,0.0141332,28.242175,2,5235.99,1,99.9411,1,0,-0.019688694,,
0.922,0,31.215,0.322666,0.0145132,28.861975,2,5235.99,1,99.9409,1,0,-0.019500636,,
0.942,0,31.8868,0.322058,0.014898,29.48145,2,5235.99,1,99.9406,1,0,-0.019308584,,
0.962,0,32.5584,0.321425,0.0152876,30.100475,2,5235.99,1,99.9404,1,0,-0.019112416,,
0.982,0,33.2298,0.320766,0.015681,30.719225,2,5235.99,1,99.9402,1,0,-0.018912461,,
1.004,0,33.968,0.320011,0.0161192,31.399375,2,5235.99,1,99.9399,1,0,-0.018687543,,
1.024,0,34.6388,0.319295,0.0165212,32.017375,2,5235.99,1,99.9397,1,0,-0.018479096,,
1.044,0,35.3094,0.318552,0.0169265,32.635,2,5235.99,1,99.9395,1,0,-0.018266806,,
1.064,0,35.9797,0.31778,0.0173351,33.252300000000005,2,5235.99,1,99.9392,1,0,-0.018050557,,
1.084,0,36.6497,0.316979,0.0177466,33.8693,2,5235.99,1,99.939,1,0,-0.01783048,,
1.104,0,37.3194,0.316148,0.0181615,34.4859,2,5235.99,1,99.9388,1,0,-0.017606305,,
1.124,0,37.9888,0.315287,0.0185782,35.1022,2,5235.99,1,99.9386,1,0,-0.017378598,,
1.144,0,38.6579,0.314395,0.0189974,35.718025,2,5235.99,1,99.9383,1,0,-0.017146973,,
1.164,0,39.3268,0.313471,0.0194184,36.333524999999995,2,5235.99,1,99.9381,1,0,-0.016911555,,
1.184,0,39.995,0.312515,0.0198404,36.950675,2,5235.99,1,99.9379,1,0,-0.01667279,,
1.204,0,40.6632,0.311525,0.0202634,37.5657,2,5235.99,1,99.9376,1,0,-0.016430456,,
1.224,0,41.3312,0.310503,0.0206873,38.1795,2,5235.99,1,99.9374,1,0,-0.016184492,,
1.244,0,41.9989,0.309446,0.0211117,38.79255,2,5235.99,1,99.9372,1,0,-0.015935088,,
1.264,0,42.6663,0.308355,0.021536,39.405175,2,5235.99,1,99.937,1,0,-0.015682291,,
1.284,0,43.3334,0.307228,0.0219604,40.023075,2,5273.22,1,99.9367,1,0,-0.015426086,,
1.304,0,44.006,0.306066,0.0223853,40.6779,2,5364.29,1,99.9365,1,0,-0.015166353,,
1.324,0,44.6907,0.304868,0.0228106,41.35105,2,5458.66,1,99.9363,1,0,-0.014902868,,
1.344,0,45.3883,0.303631,0.0232369,42.039075,2,5555.41,1,99.936,1,0,-0.014635301,,
1.364,0,46.0992,0.302357,0.0236642,42.742599999999996,2,5654.66,1,99.9357,1,0,-0.014363643,,
1.384,0,46.8235,0.301044,0.0240919,43.4628,2,5756.72,1,99.9353,0.9759492874145508,0,-0.014088074,,
1.404,0,47.5527,0.299691,0.0245196,44.111525,2,5838.52,1,99.935,0.9692182540893555,0,-0.013808529,,
1.424,0,48.2824,0.298298,0.024945,44.803875000000005,2,5932.51,1,99.9347,0.9483327865600586,0,-0.013525997,,
1.444,0,49.0126,0.296864,0.0253684,45.4593,2,6016.05,1,99.9344,0.939692497,0,-0.013240266,,
1.464,0,49.7425,0.295388,0.0257885,46.149675,2,6109.32,1,99.9341,0.9195156097412109,0,-0.01295177,,
1.484,0,50.4719,0.293869,0.0262062,46.80575,2,6193.05,1,99.9338,0.9104385375976562,0,-0.012660095,,
1.504,0,51.2004,0.292308,0.0266201,47.4921,2,6285.34,1,99.9335,0.8911876678466797,0,-0.012365805,,
1.524,0,51.928,0.290703,0.0270311,48.14435,2,6368.27,1,99.9332,0.8828573226928711,0,-0.012068412,,
1.544,0,52.6546,0.289055,0.0274374,48.826475,2,6459.68,1,99.9329,0.8644523620605469,0,-0.011768746,,
1.564,0,53.38,0.287363,0.0278398,49.47305,2,6541.35,1,99.9326,0.85736084,0,-0.011466474,,
1.584,0,54.1045,0.285627,0.0282366,50.1522,2,6632.29,1,99.9323,0.8393363952636719,0,-0.011162098,,
1.604,0,54.8276,0.283846,0.028628,50.7923,2,6712.53,1,99.932,0.8337192535400391,0,-0.010855637,,
1.624,0,55.5496,0.28202,0.0290138,51.470650000000006,2,6803.61,1,99.9316,0.8152523040771484,0,-0.010547221,,
1.644,0,56.2698,0.28015,0.0293929,52.10255,2,6881.98,1,99.9312,0.8115015029907227,0,-0.010237235,,
1.664,0,56.9888,0.278234,0.0297653,52.782399999999996,2,6973.87,1,99.9309,0.7916955947875977,0,-0.009925666,,
1.684,0,57.7054,0.276274,0.030131,53.40285,2,7049.53,1,99.9305,0.7906837463378906,0,-0.009612652,,
1.704,0,58.4207,0.274268,0.0304891,54.08715,2,7143.23,1,99.9301,0.768371582,0,-0.009298563,,
1.724,0,59.133,0.272216,0.0308406,54.6913,2,7214.93,1,99.9297,0.7714881896972656,0,-0.008982998,,
1.744,0,59.8442,0.27012,0.0311844,55.385575,2,7311.87,1,99.9293,0.7447528839111328,0,-0.00866634,,
1.764,0,60.5514,0.267978,0.0315215,55.964325,2,7377.19,1,99.929,0.7547569274902344,0,-0.008348266,,
1.784,0,61.2581,0.265791,0.03185,56.67865,2,7480.3,1,99.9286,0.7201786041259766,0,-0.008060548,,
1.804,0,61.9596,0.26356,0.0321724,57.2174,2,7535.32,1,99.9282,0.7416858673095703,0,-0.00779526,,
1.824,0,62.662,0.261283,0.0324866,57.97125,2,7649.98,1,99.9278,0.6929340362548828,0,-0.007523137,,
1.844,0,63.3568,0.258961,0.0327942,58.443675,2,7687.53,1,99.9274,0.7342929840087891,0,-0.007243965,,
1.864,0,64.0551,0.256594,0.0330941,59.273475,2,7823.84,1,99.927,0.6594886779785156,0,-0.006958626,,
1.884,0,64.7405,0.254182,0.033385,59.633825,2,7831.48,1,99.9267,0.7349338531494141,0,-0.006827781,,
1.904,0,65.4349,0.251726,0.0336682,60.601925,2,8006.65,1,99.9262,0.6136894226074219,0,-0.014565893,,
1.924,0,66.1076,0.249208,0.0340888,60.75215,2,7957.91,1,99.9259,0.7544345855712891,0,-0.023655962,,
1.944,0,66.8004,0.246595,0.0348059,61.999050000000004,2,8210.65,1,99.9254,0.5413398742675781,0,-0.034688808,,
1.964,0,67.4502,0.24385,0.0359294,61.758375,2,8056.73,1,99.9251,0.8037853240966797,0,-0.045291867,,
1.984,0,68.1416,0.240938,0.0374925,63.549675,2,8460.56,1,99.9246,0.4118328094482422,0,-0.003887714,,
2.006,0,68.7829,0.237637,0.0387036,62.599425000000004,2,8111.31,1,99.9243,0.9045982360839844,0,-0.00300702,,
2.028,0,69.5558,0.234313,0.0391228,65.682275,2,8860.49,1,99.9237,0.11222648620605469,0,-0.002490525,,
2.05,0,70.0112,0.230949,0.039344,63.107925,2,8082.66,1,99.9237,1,0,-0.00206594,,
2.072,0,70.7294,0.227555,0.0394756,67.69005,2,9258.48,1,99.9229,0,0,-0.001682484,,
2.094,0,71.1945,0.224117,0.039611,63.949325,2,8156.73,1,99.9228,1,0,-0.001290329,,
2.116,0,71.8788,0.220653,0.0397355,68.84892500000001,2,9425.34,1,99.922,0,0,-0.000899333,,
2.138,0,72.3564,0.217144,0.0398447,64.982675,2,8287.51,1,99.9219,1,0,-0.000510412,,
2.16,0,73.0448,0.213611,0.0399377,70.008825,3,9588.99,1,99.9211,0,0,-0.000126244,,
2.182,0,73.5869,0.210034,0.0399858,66.196225,3,7340.9,1,99.9211,1,0,0.000238357,,
2.204,0,73.544,0.206448,0.0399978,66.203275,3,7355.11,1,99.9211,1,0,0.00058384,,
2.226,0,73.5343,0.202862,0.0399834,66.28625,3,6730.64,1,99.9211,1,0,0.000914859,,
2.248,0,74.0682,0.199267,0.0399467,68.597375,3,7183.64,1,99.9206,0.4310874938964844,0,0.001233986,,
2.27,0,74.5544,0.195645,0.0398928,67.64495,3,6924.14,1,99.9204,0.8808078765869141,0,0.001545631,,
2.292,0,75.1151,0.192008,0.0398251,69.080975,3,7181.04,1,99.92,0.5681495666503906,0,0.001850748,,
2.314,0.240723,75.6308,0.18822,0.0397354,68.82745,3,7070.99,1,99.9197,0.7970390319824219,0,0.002157088,,
2.336,0.704224,76.1866,0.184548,0.0396398,69.81295,3,7229.24,1,99.9193,0.6307926177978516,0,0.002448654,,
2.358,1.17126,76.7131,0.180859,0.0395295,69.9325,3,7199.35,1,99.919,0.7403850555419922,0,0.002732723,,
2.38,1.64148,77.2571,0.177156,0.0394054,70.682925,3,7306.45,1,99.9186,0.6479587554931641,0,0.003009608,,
2.402,2.11505,77.7816,0.173441,0.0392651,70.973775,3,7314.02,1,99.9182,0.700805664,0,0.003277209,,
2.424,2.59174,78.3135,0.169717,0.03911,71.59385,3,7393.37,1,99.9178,0.6477317810058594,0,0.003536332,,
2.446,3.07178,78.8337,0.165983,0.0389397,71.95585,3,7417.26,1,99.9175,0.6760158538818359,0,0.003786433,,
2.468,3.55487,79.3579,0.162242,0.0387553,72.50652500000001,3,7482.37,1,99.9172,0.6435260772705078,0,0.004027967,,
2.49,4.0412,79.8742,0.158496,0.0385566,72.908275,3,7515.58,1,99.9168,0.6576576232910156,0,0.004260481,,
2.512,4.53064,80.3921,0.154746,0.0383445,73.418925,3,7572.65,1,99.9165,0.6365165710449219,0,0.004484445,,
2.534,5.02332,80.9042,0.150995,0.0381193,73.84115,3,7610.88,1,99.9162,0.6427459716796875,0,0.004699688,,
2.556,5.5191,81.4162,0.147243,0.0378817,74.327925,3,7663.35,1,99.9158,0.6277675628662109,0,0.004906465,,
2.578,6.01794,81.9234,0.143492,0.0376317,74.76079999999999,3,7704.42,1,99.9155,0.6291141510009766,0,0.005104737,,
2.6,6.51996,82.4292,0.139744,0.03737,75.231675,3,7754.02,1,99.9152,0.6176013946533203,0,0.005294673,,
2.622,7.02502,82.9307,0.135999,0.0370966,75.66815,3,7796.46,1,99.9148,0.6161613464355469,0,0.005476097,,
2.644,7.53314,83.4301,0.132261,0.0368119,76.126825,3,7844.03,1,99.9145,0.606842041,0,0.005649128,,
2.666,8.04431,83.9254,0.12853,0.0365161,76.5625,3,7886.94,1,99.9141,0.6039104461669922,0,0.005813691,,
2.688,8.55847,84.4182,0.124808,0.0362097,77.01085,3,7932.93,1,99.9138,0.5961132049560547,0,0.005969866,,
2.71,9.07568,84.9074,0.121095,0.0358929,77.4434,3,7975.82,1,99.9135,0.5924835205078125,0,0.00611777,,
2.732,9.59591,85.3938,0.117396,0.0355663,77.883275,3,8020.63,1,99.9131,0.5856609344482422,0,0.006257501,,
2.754,10.119,85.8767,0.113709,0.0352301,78.31165,3,8063.27,1,99.9128,0.5816192626953125,0,0.006389052,,
2.776,10.6452,86.3569,0.110037,0.0348849,78.7441,3,8107.12,1,99.9125,0.5754776000976562,0,0.006512702,,
2.798,11.1742,86.8336,0.106382,0.0345309,79.1679,3,8149.43,1,99.9121,0.5711860656738281,0,0.006628491,,
2.82,11.7061,87.3073,0.102744,0.0341687,79.593575,3,8192.46,1,99.9118,0.5654277801513672,0,0.006736591,,
2.842,12.2409,87.7776,0.0991259,0.0337986,80.0122,3,8234.32,1,99.9115,0.5610256195068359,0,0.006836976,,
2.864,12.7786,88.2448,0.0955276,0.033421,80.4313,3,8276.61,1,99.9111,0.5555877685546875,0,0.006929881,,
2.886,13.3191,88.7086,0.0919504,0.0330362,80.844475,3,8317.95,1,99.9108,0.5511360168457031,0,0.007015495,,
2.908,13.8625,89.1692,0.0883963,0.0326447,81.257125,3,8359.5,1,99.9105,0.5459499359130859,0,0.007093748,,
2.93,14.4086,89.6264,0.0848669,0.0322468,81.66445,3,8400.27,1,99.9101,0.5415515899658203,0,0.00716483,,
2.952,14.9576,90.0804,0.0813627,0.031843,82.0707,3,8441.13,1,99.9098,0.5365982055664062,0,0.007228911,,
2.974,15.5094,90.531,0.0778852,0.0314335,82.47215,3,8481.29,1,99.9094,0.5322608947753906,0,-0.040676057,,
2.996,16.0638,90.9764,0.0742945,0.0321345,82.86855,3,8521.58,1,99.9091,0.5280818939208984,0,0.008045194,,
3.018,16.6209,91.4206,0.0706034,0.032849,83.26717500000001,3,8561.27,1,99.9088,0.5228862762451172,0,0.008840396,,
3.04,17.1808,91.8612,0.066955,0.0327082,83.658225,3,8600.13,1,99.9084,0.5191383361816406,0,0.009082831,,
3.062,17.7434,92.2986,0.0633373,0.032297,84.050325,3,8639.62,1,99.9081,0.5141372680664062,0,0.009144179,,
3.084,18.3085,92.7325,0.0597507,0.031799,84.435525,3,8677.98,1,99.9078,0.5104122161865234,0,0.009144726,,
3.106,18.8764,93.1632,0.0561985,0.031273,84.82102499999999,3,8716.76,1,99.9074,0.5056838989257812,0,0.009122961,,
3.128,19.4468,93.5904,0.0526836,0.030738,85.20044999999999,3,8754.57,1,99.9071,0.5019569396972656,0,-0.039920021,,
3.15,20.02,94.0125,0.0490627,0.0313587,85.57545,3,8792.66,1,99.9068,0.4982128143310547,0,0.009824556,,
3.172,20.5956,94.4333,0.0453478,0.0320118,85.95285,3,8830.18,1,99.9064,0.4933643341064453,0,0.010603522881865501,,
3.194,21.1738,94.8505,0.0416882,0.0317748,86.32249999999999,3,8866.8,1,99.9061,0.4900245666503906,0,0.010778904892504215,,
3.216,21.7546,95.2645,0.0380718,0.0312543,86.693275,3,8904.09,1,99.9058,0.48540687561035156,0,0.010755316354334354,,
3.238,22.3378,95.6749,0.0344988,0.0306444,87.05695,3,8940.22,1,99.9054,0.4820995330810547,0,0.010666006244719028,,
3.26,22.9235,96.0822,0.0309744,0.0300086,87.421075,3,8976.8,1,99.9051,0.4777698516845703,0,-0.038237851,,
3.282,23.5117,96.4842,0.0273533,0.0305411,87.7749,3,9012.36,1,99.9047,0.47528839111328125,0,0.011244449764490128,,
3.304,24.1022,96.8851,0.0236477,0.0311143,88.136725,3,9048.61,1,99.9044,0.4699268341064453,0,0.011983530595898628,,
3.326,24.6953,97.2819,0.0200081,0.0307892,88.48575,3,9082.84,1,99.9041,0.4675884246826172,0,0.012089713476598263,,
3.348,25.2908,97.676,0.0164225,0.0301765,88.840375,3,9118.7,1,99.9037,0.462646484,0,0.011986834,,
3.37,25.8888,98.0662,0.0128929,0.0294747,89.1839,3,9152.54,1,99.9034,0.46024131774902344,0,-0.037398152,,
3.392,26.4891,98.4519,0.009272,0.0299475,89.527325,3,9187.56,1,99.9031,0.4565620422363281,0,0.012478033,,
3.414,27.0918,98.8359,0.00557175,0.0304664,89.869725,3,9221.36,1,99.9027,0.45279502868652344,0,0.013191815,,
3.436,27.6968,99.2164,0.00194569,0.0300673,90.207775,3,9254.91,1,99.9024,0.44945335388183594,0,0.013237206265330315,,
3.458,28.3042,99.5937,-0.00161705,0.0293732,90.543725,3,9288.44,1,99.9021,0.44588661193847656,0,0.013060820288956165,,
3.48,28.9138,99.9676,-0.00511417,0.0285899,90.875575,3,9321.46,1,99.9017,0.4427051544189453,0,-0.033106454,,
3.502,29.5257,100.337,-0.0086853,0.0289302,91.20155,3,9354.25,1,99.9014,0.4401512145996094,0,-0.037182163,,
3.524,30.1397,100.703,-0.0124775,0.0305825,91.5332,3,9387.67,1,99.9011,0.43482017517089844,0,0.014965583570301533,,
3.546,30.756,101.067,-0.0163391,0.0314262,91.84677500000001,3,9417.94,1,99.9007,0.4348258972167969,0,0.015980529,,
3.568,31.3745,101.428,-0.020122,0.0310025,92.1755,3,9451.38,1,99.9004,0.4290332794189453,0,0.016014507,,
3.59,31.9953,101.784,-0.0238352,0.0301654,92.48145,3,9480.53,1,99.9,0.429290771,0,0.015719234943389893,,
3.612,32.6182,102.137,-0.0274729,0.0292048,92.801425,4,9513.15,1,99.8997,0.4241008758544922,0,0.015320944599807262,,
3.634,33.2426,102.208,-0.0310223,0.0282029,92.0095,4,7734.05,1,99.8997,0.7042179107666016,0,-0.035545569,,
3.656,33.8667,102.133,-0.0346275,0.0284569,91.94545,4,7747.23,1,99.8997,0.7040557861328125,0,0.015409672632813454,,
3.678,34.4904,102.079,-0.038274,0.0288428,91.97905,4,7588.58,1,99.8997,0.6777629852294922,0,0.016049,,
3.7,35.1146,102.369,-0.0418022,0.0282249,93.2243,4,7788.78,1,99.8993,0.3510093688964844,0,0.015894016,,
3.722,35.741,102.61,-0.0452375,0.0272982,92.83445,4,7697.73,1,99.8991,0.5470733642578125,0,-0.029606972,,
3.744,36.3686,102.882,-0.0487236,0.0274905,93.405875,4,7777.49,1,99.8988,0.43641090393066406,0,-0.032809112,,
3.766,36.998,103.136,-0.0524086,0.028965,93.44002499999999,4,7761.13,1,99.8985,0.49703407287597656,0,0.017479109,,
3.788,37.6289,103.4,-0.0561373,0.029601,93.7791,4,7799.37,1,99.8983,0.46038246154785156,0,0.018355016,,
3.81,38.2614,103.656,-0.0597649,0.0289978,93.951425,4,7807.63,1,99.898,0.4762306213378906,0,0.018207672983407974,,
3.832,38.8954,103.914,-0.0632982,0.0279993,94.21770000000001,4,7832.84,1,99.8978,0.46179771423339844,0,0.017723670229315758,,
3.854,39.5311,104.167,-0.0667322,0.0268894,94.426875,4,7848.11,1,99.8975,0.46469688415527344,0,-0.031096179,,
3.876,40.1683,104.418,-0.0702143,0.026999,94.6594,4,7868.27,1,99.8972,0.4593372344970703,0,-0.033192448,,
3.898,40.8069,104.667,-0.0738976,0.0284905,94.8803,4,7885.76,1,99.897,0.4572715759277344,0,0.019141691,,
3.92,41.4471,104.915,-0.0776184,0.0291106,95.099275,4,7903.55,1,99.8967,0.4555206298828125,0,0.020028548315167427,,
3.942,42.0888,105.162,-0.0812233,0.0284079,95.3214,4,7921.64,1,99.8965,0.45247650146484375,0,0.01977808,,
3.964,42.732,105.407,-0.0847216,0.0272838,95.53905,4,7939.21,1,99.8962,0.4503288269042969,0,0.019153437,,
3.986,43.3767,105.65,-0.0881069,0.0260504,95.75635,4,7956.93,1,99.896,0.4477272033691406,0,-0.027281148,,
4.008,44.0229,105.891,-0.0915213,0.0260108,95.9675,4,7974.14,1,99.8957,0.44655418395996094,0,-0.027893983,,
4.03,44.6706,106.131,-0.0951059,0.0272615,96.1858,4,7992.06,1,99.8955,0.4427909851074219,0,0.020126396790146828,,
4.052,45.3197,106.369,-0.0987041,0.0276715,96.393475,4,8008.73,1,99.8952,0.4419212341308594,0,0.020833313465118408,,
4.074,45.9703,106.606,-0.102175,0.0268607,96.6089,4,8026.49,1,99.895,0.4382476806640625,0,0.020453359931707382,,
4.096,46.6223,106.84,-0.105527,0.0256636,96.816975,4,8043.22,1,99.8947,0.43613624572753906,0,-0.027941279,,
4.118,47.2758,107.073,-0.108912,0.0256174,97.02177499999999,4,8060.03,1,99.8945,0.434783936,0,-0.028437799,,
4.14,47.9307,107.304,-0.112477,0.0268995,97.23235,4,8077.29,1,99.8942,0.4310131072998047,0,0.021482575684785843,,
4.162,48.5869,107.533,-0.116056,0.0273034,97.431675,4,8093.24,1,99.894,0.43033790588378906,0,0.022198284044861794,,
4.184,49.2446,107.762,-0.119502,0.026421,97.63955,4,8110.35,1,99.8937,0.4268817901611328,0,0.021729981526732445,,
4.206,49.9037,107.988,-0.122821,0.025131,97.839975,4,8126.43,1,99.8935,0.42501258850097656,0,-0.026627757,,
4.228,50.5642,108.212,-0.126163,0.0249963,98.0373,4,8142.62,1,99.8932,0.42357444763183594,0,-0.025922626,,
4.25,51.226,108.435,-0.129673,0.0261676,98.2397,4,8159.13,1,99.893,0.4202232360839844,0,0.022485291585326195,,
4.294,52.5537,108.877,-0.136553,0.0255087,98.63435,4,8191.36,1,99.8925,0.4156837463378906,0,0.022537585347890854,,
4.316,53.2196,109.095,-0.139788,0.0241616,98.825075,4,8206.44,1,99.8922,0.41473960876464844,0,-0.017740721,,
4.338,53.8868,109.312,-0.143015,0.0237867,99.0183,4,8222.33,1,99.892,0.4126739501953125,0,-0.01141638,,
4.36,54.5553,109.527,-0.146327,0.0243243,99.21125,4,8237.93,1,99.8917,0.4101581573486328,0,-0.023504689,,
4.382,55.2251,109.74,-0.149746,0.025367,99.40074999999999,4,8253.33,1,99.8915,0.40819549560546875,0,0.023689746856689453,,
4.404,55.8962,109.952,-0.153161,0.0255357,99.58695,4,8268.53,1,99.8912,0.4070148468017578,0,0.024190003,,
4.426,56.5686,110.162,-0.156428,0.0244672,99.7775,4,8284.12,1,99.891,0.4038734436035156,0,-0.028930208,,
4.448,57.2424,110.37,-0.159724,0.0243947,99.9579,4,8298.69,1,99.8907,0.4034614562988281,0,-0.029048301,,
4.47,57.9173,110.577,-0.163216,0.0257283,100.1481,4,8314.33,1,99.8904,0.3995952606201172,0,0.025381309911608696,,
4.492,58.5935,110.782,-0.166721,0.0260792,100.32435,4,8328.33,1,99.8902,0.3997039794921875,0,0.026084620505571365,,
4.514,59.271,110.986,-0.170068,0.0249781,100.51185,4,8343.86,1,99.8899,0.3958702087402344,0,0.025316549465060234,,
4.536,59.9497,111.188,-0.173262,0.0234175,100.68934999999999,4,8357.95,1,99.8897,0.39473724365234375,0,-0.019777419,,
4.558,60.6296,111.389,-0.176444,0.0229518,100.8664,4,8372.46,1,99.8894,0.39345359802246094,0,-0.011831219,,
4.58,61.3108,111.589,-0.179717,0.0235186,101.04685,4,8387.09,1,99.8892,0.3907966613769531,0,-0.024137745,,
4.602,61.9932,111.786,-0.183098,0.0246096,101.2219,4,8401.23,1,99.8889,0.3890571594238281,0,0.026245327666401863,,
4.624,62.6768,111.982,-0.186469,0.0247523,101.3937,4,8415.28,1,99.8887,0.3880748748779297,0,0.026733134,,
4.646,63.3616,112.177,-0.189673,0.0235423,101.57075,4,8429.75,1,99.8884,0.38512420654296875,0,-0.027854206,,
4.668,64.0476,112.369,-0.192892,0.023339,101.7375,4,8443.15,1,99.8882,0.384674072,0,-0.026305523,,
4.69,64.7347,112.561,-0.196293,0.024551,101.913,4,8457.56,1,99.8879,0.38138580322265625,0,0.027520015835762024,,
4.712,65.423,112.75,-0.199688,0.0247537,102.076,4,8470.6,1,99.8877,0.3813152313232422,0,0.028082756,,
4.734,66.1125,112.939,-0.202905,0.023495,102.2495,4,8484.92,1,99.8874,0.377838135,0,0.027062803506851196,,
4.756,66.8031,113.126,-0.205951,0.021779,102.41375,4,8497.94,1,99.8872,0.3768157958984375,0,-0.000391917,,
4.778,67.4949,113.312,-0.208908,0.0207242,102.5795,4,8511.39,1,99.8869,0.3750114440917969,0,0.024632811546325684,,
4.8,68.1879,113.496,-0.211756,0.0197047,102.7425,4,8524.71,1,99.8867,0.37354087829589844,0,0.023771245032548904,,
4.822,68.8819,113.679,-0.21441,0.0182323,102.9065,4,8538.05,1,99.8864,0.37146759033203125,0,0.023395679891109467,,
4.844,69.5771,113.86,-0.216871,0.0166409,103.067,4,8551.01,1,99.8862,0.3699760437011719,0,0.022964289411902428,,
4.866,70.2734,114.039,-0.219135,0.0150308,103.22725,4,8564.04,1,99.8859,0.36800193786621094,0,0.022515675,,
4.888,70.9708,114.217,-0.221197,0.0134365,103.38475,4,8576.76,1,99.8857,0.36664581298828125,0,0.022062037140130997,,
